Time,Total Pressure,Current,Power,Remaining Capacity,Temp1,Temp2,Temp3,Temp4,SOC
11d2h30m56s,58.5,0.0,0.0,13.492,23,23,23,24,99.62
11d2h30m57s,58.5,0.0,0.0,13.492,23,23,23,24,99.62
11d2h30m57s,58.5,0.0,0.0,13.492,23,23,23,24,99.62
11d2h30m57s,58.5,0.0,0.0,13.492,23,23,23,24,99.62
11d2h30m57s,58.5,0.0,0.0,13.492,23,23,23,24,99.62
11d2h30m58s,58.5,0.0,0.0,13.492,23,23,23,24,99.62
11d2h30m58s,58.5,0.0,0.0,13.492,23,23,23,24,99.62
11d2h30m58s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h30m58s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h30m59s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h30m59s,58.5,0.0,0.0,13.492,23,23,23,24,99.62
11d2h30m59s,58.5,0.0,0.0,13.492,23,23,23,24,99.62
11d2h30m59s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m0s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m0s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m0s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m0s,58.5,0.0,0.0,13.492,23,23,23,24,99.62
11d2h31m1s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m1s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m1s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m2s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m2s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m2s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m2s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m3s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m3s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m3s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m3s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m4s,58.5,0.0,0.0,13.492,23,23,23,24,99.62
11d2h31m4s,58.5,0.0,0.0,13.492,23,23,23,24,99.62
11d2h31m4s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m4s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m5s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m5s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m5s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m5s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m6s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m6s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m6s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m7s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m7s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m7s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m7s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m8s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m8s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m8s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m8s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m9s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
11d2h31m9s,58.5,0.0,0.0,13.492,23,23,24,24,99.62
