Time,Total Pressure,Current,Power,Remaining Capacity,Temp1,Temp2,Temp3,Temp4,SOC
9d22h56m18s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m25s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m25s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m25s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m25s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m26s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m26s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m26s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m26s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m27s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m27s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m27s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m27s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m28s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m28s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m28s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m28s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m29s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m29s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m29s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m42s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m43s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m43s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m43s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m43s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m44s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m44s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m44s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m44s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m45s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m45s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m45s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m45s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m46s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m46s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m46s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m46s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m47s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m47s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m47s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m48s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m48s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m48s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m48s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m49s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m49s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m49s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m49s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m50s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m50s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m50s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m51s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m51s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m51s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m51s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m52s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m52s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m52s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m52s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m53s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m53s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m53s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m54s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
9d22h56m54s,58.5,0.0,0.0,13.5,26,26,26,26,99.61
