"Time","Total Pressure","Current","Power","Remaining Capacity","Temp1","Temp2","Temp3","Temp4","SOC"
"9d1h49m8s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m8s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m9s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m9s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m9s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m9s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m10s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m10s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m10s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m10s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m11s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m11s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m11s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m12s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m12s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m12s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m12s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m13s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m13s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m13s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m13s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m14s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m14s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m14s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m14s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m15s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m15s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m15s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m15s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m16s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m16s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m16s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m16s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m17s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m17s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m17s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m18s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m18s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m18s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m18s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m19s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m19s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m19s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m19s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m20s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m20s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m20s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m20s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m21s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m21s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m21s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m21s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m22s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m22s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m22s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m23s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m23s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m23s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m23s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m24s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m24s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m24s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m24s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m25s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m25s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m25s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m26s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m26s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m26s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m26s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m26s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m27s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m27s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m27s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m28s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m28s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m28s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m29s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m29s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m29s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m29s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m30s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m30s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m30s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m30s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m31s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m31s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m31s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m31s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m32s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m32s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m32s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m32s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m33s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m33s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m33s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m34s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m34s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m34s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m34s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m35s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m35s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m35s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m35s","58.5","0","0","13.495","25","25","25","25","99.66"
"9d1h49m36s","58.5","0","0","13.495","25","25","25","25","99.66"
