Time,Total Pressure,Current,Power,Remaining Capacity,Temp1,Temp2,Temp3,Temp4,SOC
10d5h43m33s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m33s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m33s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m34s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m34s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m34s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m34s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m35s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m35s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m35s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m35s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m36s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m36s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m36s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m36s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m37s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m37s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m37s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m37s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m38s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m38s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m38s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m39s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m39s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m39s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m39s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m40s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m40s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m40s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m40s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m41s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m41s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m41s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m41s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m42s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m42s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m42s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m43s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m43s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m43s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m43s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m44s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m44s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m44s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m44s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m45s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m45s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m45s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m45s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m46s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m46s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m46s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m46s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m47s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m47s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m47s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m48s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m48s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m48s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m48s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m49s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m49s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m49s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m49s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m50s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m50s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m50s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m50s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m51s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
10d5h43m51s,58.5,0.0,0.0,13.495,24,23,23,24,99.71
