Time,Total Pressure,Current,Power,Remaining Capacity,Temp1,Temp2,Temp3,Temp4,SOC
9d8h8m57s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h8m58s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h8m59s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m0s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m1s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m2s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m3s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m4s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m5s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m6s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m7s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m8s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m9s,58.6,0.0,0.0,13.495,25,25,24,25,99.86
9d8h9m10s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m11s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m12s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m14s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m15s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m16s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m24s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m25s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m25s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m25s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m25s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m26s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m26s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m26s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m27s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m27s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m27s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m27s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m28s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m28s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m28s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m29s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m29s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m29s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m29s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m30s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m30s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m30s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m30s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m31s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m31s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m31s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m31s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m32s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m32s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m32s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m32s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m33s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m33s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m33s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m34s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m34s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m34s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m34s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m35s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m35s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m35s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m35s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m36s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m36s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m36s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m36s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m37s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m37s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m37s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m38s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m38s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m38s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m38s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m39s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m39s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m39s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m39s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m40s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m40s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m40s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m40s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m41s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m41s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m41s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m42s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m42s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m42s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m42s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m43s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m43s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m43s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m43s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m44s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m44s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m44s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m44s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m45s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m45s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m45s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m45s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m46s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m46s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m46s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m47s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m47s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m47s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m47s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m48s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m48s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m48s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m48s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
9d8h9m49s,58.6,0.0,0.0,13.495,25,24,24,25,99.86
