Time,Total Pressure,Current,Power,Remaining Capacity,Temp1,Temp2,Temp3,Temp4,SOC
10d2h46m17s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m17s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m17s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m17s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m18s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m18s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m18s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m18s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m19s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m19s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m19s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m19s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m20s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m20s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m20s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m20s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m21s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m21s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m21s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m22s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m22s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m22s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m22s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m23s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m23s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m23s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m23s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m24s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m24s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m24s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m24s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
10d2h46m25s,58.6,0.0,0.0,13.5,25,25,25,25,99.73
